Experiment;Citation;Cit;Compiler;Device;Container;Exp_Type;Lab;Comments;Duration_hrs;P_kbar;T_C;fo2_buffer;delta_buffer;melt_fraction;ol;opx;cpx;plag;amph;mag;sp;ilm;bt;ksp;gt;qz;phase_sum;assemblage;SiO2_start;TiO2_start;Cr2O3_start;Al2O3_start;FeO_start;Fe2O3_start;O_start;MgO_start;CaO_start;Na2O_start;K2O_start;H2O_start;xH2O_in;H2O_method;CO2_start;start_density_calculated;start_density_unc;SiO2_liquid;TiO2_liquid;Al2O3_liquid;FeO_liquid;MgO_liquid;CaO_liquid;Na2O_liquid;K2O_liquid;H2O_liquid;liq_density_calculated;liq_density_unc;sol_density
 g2691;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 36;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;8.00000;12.000;1200.000;nno;2.000;79.0;0.000;3.000;17.000;0.000;0.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;22.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2745.448361;57.76745055;50.90;1.55;19.50;8.31;6.12;8.64;3.92;0.71;2.50;2676.979;53.22124046;0.000
 2708;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 37;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;12.000;1150.000;nno;2.000;64.0;0.000;4.000;30.000;0.000;0.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;36.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2760.109502;57.30209611;51.60;1.33;20.20;8.11;5.81;7.82;4.04;0.67;3.10;2647.322;54.08831407;0.000
 h2777;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 38;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;12.000;1125.000;nno;2.000;50.0;0.000;7.000;41.000;0.000;0.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;50.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2767.498949;57.0675501;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;0.000;0;0.000
 2693;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 40;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;12.000;1100.000;nno;2.000;46.0;0.000;7.000;43.000;1.000;0.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;54.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2774.928069;56.83174486;56.20;1.41;20.80;6.41;2.82;6.19;4.89;1.01;4.30;2542.632;50.98946559;0.000
 h2776;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 41;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;48.00000;12.000;1075.000;nno;2.000;31.0;0.000;12.000;34.000;12.000;9.000;0.000;1.000;0.000;0.000;0.000;0.000;0.000;68.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2782.397182;56.5946702;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.30;0.000;0;0.000
 2694;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 43;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;72.00000;12.000;1050.000;nno;2.000;29.0;0.000;13.000;22.000;14.000;21.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;71.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2789.906611;56.35631586;59.10;0.96;20.20;5.72;1.88;5.84;4.61;1.20;5.50;2479.011;52.83075405;0.000
 2697;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 45;Blatter2023;CN;;Au100;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;120.00000;12.000;1000.000;nno;2.000;21.0;0.000;9.000;19.000;20.000;30.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;79.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2805.047734;55.87572646;61.70;0.70;19.40;4.66;1.73;5.28;4.37;1.58;6.70;2423.247;55.27466181;0.000
 2778;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 46;Blatter2023;CN;;Au100;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;168.00000;12.000;950.000;nno;2.000;16.0;0.000;7.000;10.000;24.000;43.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;84.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2820.354099;55.38989217;65.50;0.60;17.80;3.49;1.48;4.85;4.45;1.56;7.60;2379.808;55.87190036;0.000
 2698;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 47;Blatter2023;CN;;Au100;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;240.00000;12.000;900.000;nno;2.000;13.0;0.000;0.000;0.000;21.000;66.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;87.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2835.828426;54.89872667;69.00;0.10;17.50;1.99;0.59;4.55;4.71;1.65;6.40;2401.042;48.38938711;0.000
 h2814;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 49;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;13.100;1100.000;nno;2.000;46.0;0.000;8.000;43.000;0.000;0.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;54.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2795.459791;56.97148078;56.70;1.35;22.10;5.75;2.08;5.54;5.03;0.99;4.30;2550.945;49.08420158;0.000
 h2802;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 50;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;13.400;1100.000;nno;2.000;44.0;0.000;5.000;44.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;7.000;0.000;57.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2801.112189;57.00995018;56.80;1.48;21.40;6.33;2.19;5.15;5.11;1.07;4.50;2552.733;49.7654353;0.000
 h2799;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 51;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;13.800;1100.000;nno;2.000;43.0;0.000;5.000;42.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;10.000;0.000;57.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2808.684373;57.06148536;57.00;1.43;21.50;6.01;1.97;5.26;5.33;1.04;4.60;2551.628;49.7710918;0.000
 g2722;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 52;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;4.00000;14.600;1275.000;nno;2.000;100.0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2770.963395;58.81183856;50.40;1.32;17.00;8.50;8.96;10.08;2.81;0.48;2.00;2757.063;58.40836025;0.000
 g2712;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 53;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;5.00000;14.600;1250.000;nno;2.000;88.0;0.000;0.000;12.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;12.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2778.411152;58.58042561;51.10;1.27;18.00;8.77;7.79;9.01;3.14;0.55;2.30;2737.623;56.31900186;0.000
 g,h2887;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 54;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Fused;10.00000;14.600;1200.000;nno;2.000;81.0;0.000;3.000;15.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;18.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2793.427422;58.11384759;51.90;1.27;18.60;8.26;6.78;8.65;3.55;0.58;2.50;2724.182;54.31176232;0.000
 2709;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 55;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;14.600;1150.000;nno;2.000;56.0;0.000;4.000;32.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.000;0.000;44.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2808.606888;57.64219882;53.00;1.38;20.50;7.69;4.53;7.04;4.58;0.85;3.40;2663.059;52.11644857;0.000
 2702;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 56;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;14.600;1100.000;nno;2.000;45.0;0.000;3.000;40.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;13.000;0.000;56.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2823.952227;57.16539616;55.40;1.41;20.40;6.73;3.40;6.13;5.16;0.98;4.40;2600.166;52.32618405;0.000
 2868;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 57;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;72.00000;14.000;1050.000;nno;2.000;36.0;0.000;5.000;31.000;3.000;13.000;0.000;0.000;0.000;0.000;0.000;12.000;0.000;64.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2827.873709;56.60685713;59.10;0.96;20.20;5.12;2.14;5.20;5.40;1.17;4.70;2544.931;49.12072263;0.000
 2899;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 58;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Fused;48.00000;14.000;1050.000;nno;2.000;35.0;0.000;9.000;28.000;7.000;21.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;65.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2827.873709;56.60685713;59.60;0.97;19.70;5.50;2.33;5.38;5.08;1.01;4.70;2549.343;49.48301205;0.000
 2790;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 59;Blatter2023;CN;;Au100;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;120.00000;14.600;1000.000;nno;2.000;27.0;0.000;6.000;20.000;11.000;25.000;0.000;0.000;0.000;0.000;0.000;14.000;0.000;76.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2855.151514;56.19598757;61.70;0.83;19.10;4.85;1.66;5.03;4.44;1.48;6.00;2505.511;52.03669437;0.000
 g,j2789;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 60;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;5.00000;16.700;1250.000;nno;2.000;73.0;0.000;0.000;27.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;27.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2817.973349;58.87424236;51.30;1.33;20.40;8.20;6.03;7.98;3.73;0.65;2.70;2738.515;54.12725561;0.000
 g,j2787;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 61;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;8.00000;16.700;1200.000;nno;2.000;61.0;0.000;6.000;29.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.000;0.000;39.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2833.421491;58.40259496;52.90;1.47;19.50;7.88;4.98;7.86;4.20;0.78;3.30;2704.573;53.73707724;0.000
 2786;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 62;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;16.700;1150.000;nno;2.000;57.0;0.000;0.000;31.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;12.000;0.000;43.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2849.039939;57.92574791;53.50;1.60;19.10;8.12;4.72;7.08;4.57;0.86;4.70;2647.705;57.72712321;0.000
 j2795;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 63;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;15.00000;16.700;1100.000;nno;2.000;48.0;0.000;0.000;30.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;22.000;0.000;52.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2864.831527;57.44361474;57.30;1.38;19.40;6.14;3.06;5.25;5.78;1.18;5.50;2578.135;54.53185725;0.000
 j2791;Blatter, D.L., Sisson, T.W. & Hankins, W.B (2023). Garnet stability in arc basalt, andesite, and dacite—an experimental study. Contrib Mineral Petrol 178, 64;Blatter2023;CN;;Au75Pd25;EQ;Volcano Science Center USGS, Menlo Park CA;Powder;48.00000;16.700;1050.000;nno;2.000;39.0;0.000;0.000;33.000;0.000;10.000;0.000;0.000;0.000;0.000;0.000;18.000;0.000;61.000;;49.900;1.250;0.050;17.000;9.280;0.000;0.000;8.670;10.000;3.020;0.490;2.100;0.000;tabulated;0.000;2880.799148;56.95610708;59.90;1.10;19.30;6.19;2.55;4.48;4.78;1.22;5.00;2601.023;50.03561456;0.000
RN1;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd9;FC;ETHZ;Nothing;4.00;7.00;1170.00;nno;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;48.430;0.680;0.000;15.190;6.650;1.640;0.000;10.130;11.570;1.860;0.590;3.000;0.000;tabulated;0.000;2607.146766;64.93590211;48.430000;0.680000;15.190000;8.126001;10.130000;11.570000;1.860000;0.590000;3.000000;2607.78333;65.72817879;0.000000
RN2;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;28.00;7.00;1150.00;nno;0.00;98.10;1.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.90;;48.430;0.680;0.000;15.190;6.650;1.640;0.000;10.130;11.570;1.860;0.590;3.000;0.000;tabulated;0.000;2612.900951;64.71793955;48.150000;0.690000;14.710000;8.330000;9.120000;11.770000;1.780000;0.610000;3.100000;2605.847003;64.96355056;0.000000
RN5;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;12.00;7.00;1100.00;nno;0.00;94.10;3.80;0.00;2.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.90;;48.420;0.720;0.000;15.420;6.800;1.720;0.000;9.390;11.710;1.900;0.610;3.040;0.000;tabulated;0.000;2624.404232;63.30290045;47.320000;0.710000;15.190000;8.270000;8.080000;11.160000;1.950000;0.670000;3.200000;2607.071073;63.29544009;0.000000
RN6;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;24.00;7.00;1070.00;nno;0.00;86.10;0.90;0.00;13.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.90;;48.530;0.740;0.000;15.970;6.780;1.730;0.000;8.460;11.750;1.970;0.630;3.170;0.000;tabulated;0.000;2620.117231;62.03839725;47.280000;0.810000;17.350000;7.780000;6.730000;10.070000;2.040000;0.720000;4.200000;2541.593821;64.40160257;0.000000
RN7;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;47.00;7.00;1055.00;nno;0.00;94.70;0.00;0.00;5.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.30;;48.340;0.780;0.000;18.010;6.800;1.740;0.000;6.950;10.420;2.260;0.730;3.690;0.000;tabulated;0.000;2582.463071;60.69136834;49.990000;0.950000;18.740000;7.530000;4.680000;8.150000;1.590000;0.890000;5.300000;2455.955628;63.33833288;0.000000
RN7W2;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;48.00;7.00;1040.00;nno;0.00;75.70;0.00;0.00;19.70;2.20;0.00;0.00;0.72;0.00;0.00;0.00;0.00;0.00;22.62;;48.340;0.780;0.000;18.010;6.800;1.740;0.000;6.950;10.420;2.260;0.730;3.690;0.000;tabulated;0.000;2586.861224;60.5269652;47.380000;0.820000;18.100000;7.850000;6.280000;9.600000;2.260000;0.730000;5.300000;2490.316087;67.51165126;0.000000
RN8;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;49.00;7.00;1025.00;nno;0.00;74.40;0.00;0.80;0.00;6.80;16.60;1.40;0.00;0.00;0.00;0.00;0.00;0.00;25.60;;50.200;0.840;0.000;18.820;6.710;1.710;0.000;4.540;8.020;2.900;0.970;4.960;0.000;tabulated;0.000;2489.873367;59.25727698;51.620000;0.670000;17.890000;6.450000;2.650000;6.620000;3.000000;1.140000;6.200000;2373.927847;61.90281562;0.000000
RN8W2;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;48.00;7.00;1010.00;nno;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;50.200;0.840;0.000;18.820;6.710;1.710;0.000;4.540;8.020;2.900;0.970;4.960;0.000;tabulated;0.000;2494.333168;59.08315916;49.520000;0.810000;18.280000;7.770000;4.380000;7.680000;2.720000;0.910000;6.200000;2423.987498;65.71569738;0.000000
RN9;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au90Pd10;FC;ETHZ;Nothing;48.00;7.00;980.00;nno;0.00;91.80;0.00;0.00;0.00;5.10;0.00;0.70;0.00;0.00;0.00;0.00;0.00;0.00;5.80;;53.850;0.630;0.000;18.580;5.160;1.310;0.000;2.640;6.780;3.210;1.200;6.260;0.000;tabulated;0.000;2389.54155;58.47288276;54.810000;0.570000;17.570000;4.280000;2.600000;6.670000;3.000000;1.220000;7.020000;2317.846049;62.96443598;0.000000
RN10s;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au;FC;ETHZ;Nothing;48.00;7.00;950.00;nno;0.00;86.00;0.00;0.40;0.00;10.00;3.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.00;;56.050;0.600;0.000;18.180;3.260;0.900;0.000;2.660;6.450;3.400;1.290;6.820;0.000;tabulated;0.000;2340.430279;58.7749754;57.380000;0.550000;16.700000;3.830000;2.110000;5.270000;3.110000;1.410000;7.840000;2270.054846;63.05617168;0.000000
RN11V2;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au;FC;ETHZ;Nothing;56.00;7.00;920.00;nno;0.00;90.90;0.00;0.00;0.00;2.80;5.50;0.18;0.00;0.00;0.00;0.00;0.00;0.00;8.48;;57.920;0.610;0.000;16.720;3.040;0.880;0.000;2.280;5.220;3.630;1.460;7.810;0.000;tabulated;0.000;2292.742961;59.71145125;58.550000;0.490000;16.240000;2.900000;1.460000;4.640000;3.500000;1.590000;8.460000;2232.260278;63.12960745;0.000000
RN12V2-2;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au;FC;ETHZ;Nothing;56.00;7.00;890.00;nno;0.00;86.40;0.00;0.00;0.00;10.90;1.30;0.18;0.00;0.00;0.00;0.00;0.00;0.00;12.38;;59.620;0.500;0.000;16.620;2.200;0.670;0.000;1.500;4.570;3.810;1.580;8.490;0.000;tabulated;0.000;2253.963733;59.34937589;61.870000;0.330000;15.220000;1.850000;1.290000;3.400000;3.500000;1.680000;9.790000;2168.611771;65.06457496;0.000000
RN13V2;Nandedkar, R. H., Ulmer, P., & Müntener, O. (2014). Fractional crystallization of primitive, hydrous arc magmas: an experimental study at 0.7 GPa. Contributions to Mineralogy and Petrology, 167(6), 1-27.;Nandedkar2014;CN;PC;Au;FC;ETHZ;Nothing;72.00;7.00;860.00;nno;0.00;96.10;0.00;0.00;0.00;2.00;1.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.90;;61.400;0.260;0.000;15.670;1.470;0.470;0.000;1.590;3.790;4.000;1.720;9.150;0.000;tabulated;0.000;2221.292237;59.83912128;62.300000;0.250000;15.290000;1.640000;1.060000;3.330000;3.220000;1.830000;9.480000;2181.229424;63.08670538;0.000000
